DSCC1,ENSG00000136982
PRSS36,ENSG00000178226
HOXB8,ENSG00000120068
ADCY5,ENSG00000173175
GPRC5A,ENSG00000013588
FAM135B,ENSG00000147724
CD36,ENSG00000135218
CXorf40B,ENSG00000197021
TMEM252,ENSG00000181778
DMP1,ENSG00000152592
TGM1,ENSG00000092295
HTR2B,ENSG00000135914
LRRC8E,ENSG00000171017
LEF1,ENSG00000138795
TMEM164,ENSG00000157600
CLEC1B,ENSG00000165682
BTG2,ENSG00000159388
DOCK8,ENSG00000107099
DNAJB2,ENSG00000135924
CCDC93,ENSG00000125633
RPL10,ENSG00000147403
IKZF5,ENSG00000095574
C9orf139,ENSG00000180539
SPEG,ENSG00000072195
CCDC155,ENSG00000161609
ACVR2B,ENSG00000114739
NDUFB1,ENSG00000183648
ETV7,ENSG00000010030
SHC2,ENSG00000129946
NHLRC3,ENSG00000188811
PDGFRL,ENSG00000104213
YAP1,ENSG00000137693
ACTL8,ENSG00000117148
KLK2,ENSG00000167751
PGBD2,ENSG00000185220
GALNT10,ENSG00000164574
LIN7B,ENSG00000104863
TMEM170A,ENSG00000166822
LGMN,ENSG00000100600
CCDC116,ENSG00000161180
AFM,ENSG00000079557
SYPL1,ENSG00000008282
FANCE,ENSG00000112039
TOR1B,ENSG00000136816
TMEM115,ENSG00000126062
MAGEB1,ENSG00000214107
SLURP1,ENSG00000126233
RNF151,ENSG00000179580
CA6,ENSG00000131686
GAS2,ENSG00000148935
HNRNPH1,ENSG00000169045
CIB3,ENSG00000141977
TSNAX-DISC1,ENSG00000270106
PTGDR2,ENSG00000183134
RDH8,ENSG00000080511
ASXL3,ENSG00000141431
BCAS3,ENSG00000141376
NOS1AP,ENSG00000198929
CCNK,ENSG00000090061
RBM10,ENSG00000182872
PDE4B,ENSG00000184588
ZNF736,ENSG00000234444
NT5E,ENSG00000135318
DAB1,ENSG00000173406
JOSD1,ENSG00000100221
NF1,ENSG00000196712
DLL1,ENSG00000198719
FPGS,ENSG00000136877
MND1,ENSG00000121211
SOX1,ENSG00000182968
GIMAP5,ENSG00000196329
MVB12B,ENSG00000196814
CYP11B1,ENSG00000160882
ZNF367,ENSG00000165244
LYRM9,ENSG00000232859
TADA1,ENSG00000152382
RFX1,ENSG00000132005
CCDC171,ENSG00000164989
GGACT,ENSG00000134864
SLC14A1,ENSG00000141469
RNPEPL1,ENSG00000142327
FZD9,ENSG00000188763
INTS8,ENSG00000164941
MYF5,ENSG00000111049
TMCO4,ENSG00000162542
CD5L,ENSG00000073754
STXBP6,ENSG00000168952
DTNBP1,ENSG00000047579
ARIH1,ENSG00000166233
GAB2,ENSG00000033327
PATZ1,ENSG00000100105
PSMG2,ENSG00000128789
IPP,ENSG00000197429
NCOA2,ENSG00000140396
PSEN2,ENSG00000143801
P4HA2,ENSG00000072682
PTTG1IP,ENSG00000183255
PDGFA,ENSG00000197461
TNFSF15,ENSG00000181634
SLCO1C1,ENSG00000139155
KLC4,ENSG00000137171
COX18,ENSG00000163626
APOBEC3A,ENSG00000128383
CAPNS2,ENSG00000256812
VPS33A,ENSG00000139719
CDKL5,ENSG00000008086
ZNF277,ENSG00000198839
LLGL2,ENSG00000073350
GNAQ,ENSG00000156052
HRCT1,ENSG00000196196
MFSD6,ENSG00000151690
ALKBH6,ENSG00000239382
RSU1,ENSG00000148484
PDE2A,ENSG00000186642
DIO2,ENSG00000211448
PSMC2,ENSG00000161057
PIK3IP1,ENSG00000100100
LZTR1,ENSG00000099949
FBXO48,ENSG00000204923
ANKS1B,ENSG00000185046
NUP205,ENSG00000155561
DESI2,ENSG00000121644
KLHL7,ENSG00000122550
ITIH5,ENSG00000123243
RPN1,ENSG00000163902
MRO,ENSG00000134042
SLC8A3,ENSG00000100678
CRTC3,ENSG00000140577
SLC9A7,ENSG00000065923
ZNF648,ENSG00000179930
RPL15,ENSG00000174748
MRPS24,ENSG00000062582
EPHA8,ENSG00000070886
RFC4,ENSG00000163918
PRKAR2B,ENSG00000005249
ZDHHC13,ENSG00000177054
TBATA,ENSG00000166220
COL6A3,ENSG00000163359
LRRIQ3,ENSG00000162620
TMEM235,ENSG00000204278
FIBIN,ENSG00000176971
RLN3,ENSG00000171136
KCNC3,ENSG00000131398
TMEM143,ENSG00000161558
RBM38,ENSG00000132819
ST6GALNAC3,ENSG00000184005
AP3B2,ENSG00000103723
MTMR12,ENSG00000150712
CAMK1,ENSG00000134072
C3orf62,ENSG00000188315
RAD54L,ENSG00000085999
PAGE2,ENSG00000234068
FANCA,ENSG00000187741
NXPH2,ENSG00000144227
SNAPC3,ENSG00000164975
PAPOLG,ENSG00000115421
MT1B,ENSG00000169688
CHRND,ENSG00000135902
PIBF1,ENSG00000083535
DTWD1,ENSG00000104047
EMC8,ENSG00000131148
SLC19A3,ENSG00000135917
MTG2,ENSG00000101181
TEKT3,ENSG00000125409
GABARAPL1,ENSG00000139112
CEP170,ENSG00000143702
PALMD,ENSG00000099260
FAU,ENSG00000149806
WDR90,ENSG00000161996
STEAP1,ENSG00000164647
RHBDD2,ENSG00000005486
SPATA2,ENSG00000158480
ZCCHC18,ENSG00000166707
LCP2,ENSG00000043462
RAD51AP1,ENSG00000111247
ZNRD1,ENSG00000066379
TEX2,ENSG00000136478
EMP3,ENSG00000142227
SBSPON,ENSG00000164764
F12,ENSG00000131187
CEACAM4,ENSG00000105352
PLCL1,ENSG00000115896
CACNA2D1,ENSG00000153956
SLC9A8,ENSG00000197818
TMPRSS2,ENSG00000184012
MRGPRG,ENSG00000182170
STK40,ENSG00000196182
TRDN,ENSG00000186439
TMEM241,ENSG00000134490
FAM120AOS,ENSG00000188938
CCDC7,ENSG00000216937
EEPD1,ENSG00000122547
RAP2A,ENSG00000125249
PIP4K2C,ENSG00000166908
RASD2,ENSG00000100302
SMAD3,ENSG00000166949
ERAL1,ENSG00000132591
TFAP2E,ENSG00000116819
MEF2A,ENSG00000068305
PKIA,ENSG00000171033
TM9SF3,ENSG00000077147
ECM1,ENSG00000143369
C1QTNF2,ENSG00000145861
SLC4A8,ENSG00000050438
NCDN,ENSG00000020129
ARRDC4,ENSG00000140450
NLGN2,ENSG00000169992
ZNF280A,ENSG00000169548
GAR1,ENSG00000109534
ATP2C1,ENSG00000017260
HIST2H2AA3,ENSG00000203812
ERH,ENSG00000100632
LILRA5,ENSG00000187116
EMILIN1,ENSG00000138080
SOX21,ENSG00000125285
HLCS,ENSG00000159267
ADSL,ENSG00000239900
ABCA3,ENSG00000167972
ANKRD9,ENSG00000156381
CELA1,ENSG00000139610
CDK7,ENSG00000134058
NAPG,ENSG00000134265
NUP155,ENSG00000113569
TPM1,ENSG00000140416
HPS6,ENSG00000166189
ROBO2,ENSG00000185008
PIM1,ENSG00000137193
HBB,ENSG00000244734
KCTD18,ENSG00000155729
NDUFS4,ENSG00000164258
NUDT3,ENSG00000272325
PCID2,ENSG00000126226
CPD,ENSG00000108582
UBE2Q2,ENSG00000140367
VCX3B,ENSG00000205642
SPDYC,ENSG00000204710
MMP11,ENSG00000099953
ZNF446,ENSG00000083838
ABCA7,ENSG00000064687
FZR1,ENSG00000105325
CLDN20,ENSG00000171217
USP46,ENSG00000109189
ADAMTS6,ENSG00000049192
MAD1L1,ENSG00000002822
RNF180,ENSG00000164197
CRMP1,ENSG00000072832
CCDC175,ENSG00000151838
CFDP1,ENSG00000153774
ARSE,ENSG00000157399
NECAB1,ENSG00000123119
DCTN1,ENSG00000204843
RAB8A,ENSG00000167461
ZNF324,ENSG00000083812
FN3K,ENSG00000167363
ODC1,ENSG00000115758
MUC1,ENSG00000185499
PER1,ENSG00000179094
TEX10,ENSG00000136891
GCSH,ENSG00000140905
TRAPPC2,ENSG00000196459
SSBP1,ENSG00000106028
PPIF,ENSG00000108179
MRPS36,ENSG00000134056
MST1,ENSG00000173531
TDP1,ENSG00000042088
LRIG1,ENSG00000144749
BAG6,ENSG00000204463
RRP9,ENSG00000114767
SEC14L3,ENSG00000100012
GPR35,ENSG00000178623
CD320,ENSG00000167775
CNN1,ENSG00000130176
PLAC1,ENSG00000170965
MYCBPAP,ENSG00000136449
DICER1,ENSG00000100697
TNKS,ENSG00000173273
ARNTL2,ENSG00000029153
PPP4R1,ENSG00000154845
SLC9C1,ENSG00000172139
SND1,ENSG00000197157
COMMD9,ENSG00000110442
PI3,ENSG00000124102
CADPS2,ENSG00000081803
PABPC1,ENSG00000070756
NR1H2,ENSG00000131408
KDM8,ENSG00000155666
SDCBP,ENSG00000137575
LOXL4,ENSG00000138131
HOXC4,ENSG00000198353
SLC22A15,ENSG00000163393
CHST15,ENSG00000182022
ZNF181,ENSG00000197841
ZXDB,ENSG00000198455
TCOF1,ENSG00000070814
IL27,ENSG00000197272
FRS2,ENSG00000166225
PPP1R12C,ENSG00000125503
TNRC6B,ENSG00000100354
SYNGR1,ENSG00000100321
KCNK17,ENSG00000124780
PPP4C,ENSG00000149923
CLEC4A,ENSG00000111729
SPATA3,ENSG00000173699
PCDHB16,ENSG00000272674
ANKDD1A,ENSG00000166839
SLC41A3,ENSG00000114544
TTC29,ENSG00000137473
NBEAL1,ENSG00000144426
NKG7,ENSG00000105374
LCE2C,ENSG00000187180
IL2RA,ENSG00000134460
PARD3B,ENSG00000116117
FAHD2B,ENSG00000144199
FAM170A,ENSG00000164334
CNGB1,ENSG00000070729
C6,ENSG00000039537
MFAP1,ENSG00000140259
PCYT1B,ENSG00000102230
SLIT2,ENSG00000145147
EPB41L2,ENSG00000079819
MRPS16,ENSG00000182180
GPR148,ENSG00000173302
ZC3H12B,ENSG00000102053
CYP11A1,ENSG00000140459
KRTAP10-3,ENSG00000212935
NTF3,ENSG00000185652
ACOX3,ENSG00000087008
EPN1,ENSG00000063245
BBS7,ENSG00000138686
AUTS2,ENSG00000158321
ACP2,ENSG00000134575
FAM210B,ENSG00000124098
SAYSD1,ENSG00000112167
LSM2,ENSG00000204392
IQCE,ENSG00000106012
ZBTB2,ENSG00000181472
COPE,ENSG00000105669
NR2F6,ENSG00000160113
ADORA3,ENSG00000282608
PSMF1,ENSG00000125818
KL,ENSG00000133116
SYAP1,ENSG00000169895
GOLT1A,ENSG00000174567
HPR,ENSG00000261701
PDIA6,ENSG00000143870
ARHGEF9,ENSG00000131089
TEX101,ENSG00000131126
NEXN,ENSG00000162614
SASH3,ENSG00000122122
TMEM44,ENSG00000145014
POLR2K,ENSG00000147669
GPIHBP1,ENSG00000277494
SLC25A19,ENSG00000125454
UFSP2,ENSG00000109775
TERT,ENSG00000164362
VAX1,ENSG00000148704
ATRNL1,ENSG00000107518
OTUD6A,ENSG00000189401
ANXA13,ENSG00000104537
MXD4,ENSG00000123933
ESR2,ENSG00000140009
PDSS1,ENSG00000148459
INCENP,ENSG00000149503
SHROOM3,ENSG00000138771
GABRA1,ENSG00000022355
HSPA13,ENSG00000155304
KDM2A,ENSG00000173120
TGFB2,ENSG00000092969
KCNK3,ENSG00000171303
DPPA3,ENSG00000187569
ACTR10,ENSG00000131966
ARHGAP10,ENSG00000071205
CD2,ENSG00000116824
TRIM8,ENSG00000171206
MRM1,ENSG00000278619
IFT81,ENSG00000122970
RPS19BP1,ENSG00000187051
SLTM,ENSG00000137776
RAB26,ENSG00000167964
MUCL1,ENSG00000172551
DLAT,ENSG00000150768
PTF1A,ENSG00000168267
WDR75,ENSG00000115368
C3AR1,ENSG00000171860
GALR2,ENSG00000182687
WIPF1,ENSG00000115935
KRTAP19-3,ENSG00000244025
CHERP,ENSG00000085872
ZNF622,ENSG00000173545
GRIA2,ENSG00000120251
IL12RB2,ENSG00000081985
MIS12,ENSG00000167842
WFDC2,ENSG00000101443
WBP11,ENSG00000084463
KNCN,ENSG00000162456
TBC1D9,ENSG00000109436
MARS,ENSG00000166986
TUBA4A,ENSG00000127824
NCF1,ENSG00000158517
TPK1,ENSG00000196511
SLC44A3,ENSG00000143036
ZSWIM1,ENSG00000168612
PPT1,ENSG00000131238
ZNF846,ENSG00000196605
MAP3K7CL,ENSG00000156265
TMEM230,ENSG00000089063
F8A3,ENSG00000277150
ZRANB2,ENSG00000132485
GRIK4,ENSG00000149403
DYNLT1,ENSG00000146425
JDP2,ENSG00000140044
EXOC6B,ENSG00000144036
TBC1D16,ENSG00000167291
CSAG1,ENSG00000198930
GOLGA7,ENSG00000147533
KLHL22,ENSG00000099910
GCLC,ENSG00000001084
RPL41,ENSG00000229117
LYPD1,ENSG00000150551
VCX,ENSG00000182583
HRNR,ENSG00000197915
FBXO8,ENSG00000164117
SUSD2,ENSG00000099994
TP53I3,ENSG00000115129
MXRA7,ENSG00000182534
ELK3,ENSG00000111145
UQCRFS1,ENSG00000169021
NUBP1,ENSG00000103274
ZNF451,ENSG00000112200
RAG2,ENSG00000175097
GPALPP1,ENSG00000133114
C1orf141,ENSG00000203963
ADRA1A,ENSG00000120907
MMP21,ENSG00000154485
APOL2,ENSG00000128335
SMG5,ENSG00000198952
ZNF573,ENSG00000189144
SCIMP,ENSG00000161929
PAX6,ENSG00000007372
DND1,ENSG00000256453
SPEF1,ENSG00000101222
EXO1,ENSG00000174371
ZNF263,ENSG00000006194
CCDC13,ENSG00000244607
NCKAP5L,ENSG00000167566
NICN1,ENSG00000145029
PIK3C2B,ENSG00000133056
QSER1,ENSG00000060749
ADORA2A,ENSG00000128271
P4HA3,ENSG00000149380
GOLGA8Q,ENSG00000178115
PRDX1,ENSG00000117450
PLCH2,ENSG00000149527
CHAF1B,ENSG00000159259
TMEM165,ENSG00000134851
COX6C,ENSG00000164919
BUD13,ENSG00000137656
CASC10,ENSG00000204682
HSD17B11,ENSG00000198189
MUS81,ENSG00000172732
PHGR1,ENSG00000233041
CYP24A1,ENSG00000019186
PODNL1,ENSG00000132000
ERICH2,ENSG00000204334
BMP8A,ENSG00000183682
CBX1,ENSG00000108468
DDX55,ENSG00000111364
CCZ1B,ENSG00000146574
DNAJA2,ENSG00000069345
FAM153C,ENSG00000204677
ZNF385A,ENSG00000161642
MOGAT2,ENSG00000166391
KIAA0408,ENSG00000189367
NME7,ENSG00000143156
TOM1L1,ENSG00000141198
CDHR5,ENSG00000099834
NR0B1,ENSG00000169297
SETDB2,ENSG00000136169
GYS1,ENSG00000104812
C1orf94,ENSG00000142698
TPRN,ENSG00000176058
TBC1D8,ENSG00000204634
DCAF10,ENSG00000122741
NCBP1,ENSG00000136937
PTCHD1,ENSG00000165186
SIRPG,ENSG00000089012
E2F6,ENSG00000169016
ANK1,ENSG00000029534
CFB,ENSG00000243649
AP1S2,ENSG00000182287
SLC24A1,ENSG00000074621
PARD6B,ENSG00000124171
NLRP11,ENSG00000179873
ZNF396,ENSG00000186496
GLE1,ENSG00000119392
FETUB,ENSG00000090512
PYROXD2,ENSG00000119943
CNOT6L,ENSG00000138767
NPR3,ENSG00000113389
ZNF544,ENSG00000198131
CRABP2,ENSG00000143320
ODAM,ENSG00000109205
FDPS,ENSG00000160752
SRPX2,ENSG00000102359
TMIE,ENSG00000181585
TGFBR3,ENSG00000069702
RNF216,ENSG00000011275
FFAR4,ENSG00000186188
DPY19L3,ENSG00000178904
GTF2H2C,ENSG00000183474
PRRX2,ENSG00000167157
DSG4,ENSG00000175065
CHRNA1,ENSG00000138435
SLC18A2,ENSG00000165646
MACF1,ENSG00000127603
HEPACAM,ENSG00000165478
HELQ,ENSG00000163312
PPP1R13B,ENSG00000088808
GDE1,ENSG00000006007
ZNF596,ENSG00000172748
ALMS1,ENSG00000116127
MRC1,ENSG00000260314
RILPL1,ENSG00000188026
TIMP1,ENSG00000102265
DHRS7C,ENSG00000184544
CLEC4F,ENSG00000152672
HOXD11,ENSG00000128713
CLIP1,ENSG00000130779
FICD,ENSG00000198855
USP49,ENSG00000164663
ARHGAP4,ENSG00000089820
STK32C,ENSG00000165752
GABRA2,ENSG00000151834
MAB21L3,ENSG00000173212
XKR8,ENSG00000158156
INSL3,ENSG00000248099
SMIM22,ENSG00000267795
FAM217B,ENSG00000196227
DPRX,ENSG00000204595
NAA16,ENSG00000172766
ATG2B,ENSG00000066739
TSPAN2,ENSG00000134198
PIWIL2,ENSG00000197181
FTO,ENSG00000140718
EIF5B,ENSG00000158417
TBCD,ENSG00000141556
SMCO2,ENSG00000165935
PPIC,ENSG00000168938
SYNPO,ENSG00000171992
MB21D2,ENSG00000180611
DOHH,ENSG00000129932
SETD2,ENSG00000181555
GRIK3,ENSG00000163873
CXADR,ENSG00000154639
THEG,ENSG00000105549
UGT3A1,ENSG00000145626
DNAJC21,ENSG00000168724
PON1,ENSG00000005421
SRSF5,ENSG00000100650
CBX5,ENSG00000094916
APIP,ENSG00000149089
TREM2,ENSG00000095970
CMTM3,ENSG00000140931
MTMR3,ENSG00000100330
CCDC180,ENSG00000197816
LEP,ENSG00000174697
RPL37A,ENSG00000197756
GPAT2,ENSG00000186281
MLIP,ENSG00000146147
ENPP2,ENSG00000136960
BDKRB2,ENSG00000168398
GPR75,ENSG00000119737
ITGA8,ENSG00000077943
TMEM238,ENSG00000233493
ZDHHC12,ENSG00000160446
TNFAIP1,ENSG00000109079
KEL,ENSG00000197993
CYB5R1,ENSG00000159348
HSPA9,ENSG00000113013
TNFRSF13B,ENSG00000240505
HAVCR1,ENSG00000113249
OVOL2,ENSG00000125850
PKMYT1,ENSG00000127564
CLDN14,ENSG00000159261
FOXA2,ENSG00000125798
KRTAP4-5,ENSG00000198271
TAPT1,ENSG00000169762
NUMA1,ENSG00000137497
SIGLEC14,ENSG00000254415
RD3,ENSG00000198570
NPAS3,ENSG00000151322
QRSL1,ENSG00000130348
ZNF518B,ENSG00000178163
AKAP8L,ENSG00000011243
PRKCQ,ENSG00000065675
OFCC1,ENSG00000181355
MAGT1,ENSG00000102158
CNKSR2,ENSG00000149970
SEMA3G,ENSG00000010319
CNTNAP3B,ENSG00000154529
LAMB2,ENSG00000172037
TPST1,ENSG00000169902
ARRDC2,ENSG00000105643
TFAP4,ENSG00000090447
PCDHB12,ENSG00000120328
CEP192,ENSG00000101639
MTA1,ENSG00000182979
CLEC4G,ENSG00000182566
MRPL45,ENSG00000278845
TREX1,ENSG00000213689
SLC35E4,ENSG00000100036
GAB4,ENSG00000215568
GJB7,ENSG00000164411
CNKSR1,ENSG00000142675
TMEM82,ENSG00000162460
ESYT2,ENSG00000117868
ACER2,ENSG00000177076
ETFDH,ENSG00000171503
MED8,ENSG00000159479
MSLN,ENSG00000102854
NPY2R,ENSG00000185149
FMR1,ENSG00000102081
EFHC1,ENSG00000096093
KCNIP1,ENSG00000182132
NDST3,ENSG00000164100
NHLH1,ENSG00000171786
CCL18,ENSG00000275385
HES5,ENSG00000197921
SLC35D2,ENSG00000130958
HSD17B7,ENSG00000132196
C16orf91,ENSG00000174109
ADAM23,ENSG00000114948
RPA3,ENSG00000106399
CCDC127,ENSG00000164366
ATP6V1G1,ENSG00000136888
SIDT1,ENSG00000072858
UNC119,ENSG00000109103
FAM120B,ENSG00000112584
LRRC52,ENSG00000162763
MT-ND1,ENSG00000198888
GRIA3,ENSG00000125675
C19orf12,ENSG00000131943
ETV1,ENSG00000006468
NAA50,ENSG00000121579
ZNF792,ENSG00000180884
KLHL26,ENSG00000167487
MICA,ENSG00000204520
PCSK7,ENSG00000160613
CD226,ENSG00000150637
ZMAT5,ENSG00000100319
TMEM39A,ENSG00000176142
MFSD2B,ENSG00000205639
PRMT2,ENSG00000160310
GTF2F1,ENSG00000125651
RPL22,ENSG00000116251
ACADVL,ENSG00000072778
CLDND1,ENSG00000080822
KLHL9,ENSG00000198642
RUNX1,ENSG00000159216
RYBP,ENSG00000163602
CHD4,ENSG00000111642
HKDC1,ENSG00000156510
KHDC1L,ENSG00000256980
FXYD3,ENSG00000089356
MYO6,ENSG00000196586
HTR3C,ENSG00000178084
GBP3,ENSG00000117226
DPP4,ENSG00000197635
ALKBH4,ENSG00000160993
